,,TICKERS,,,,,,,,,,CLOSING PRICES,,
,,,,,,,,,,,,Closing Time: 12:05 pm Chicago Time,,
,,,,,,,,,,,,,,
YYYYMMDD,Lead Contract,PL0,PL1,PL2,PL3,PL4,PL5,,PL0,PL1,PL2,PL3,PL4,PL5
20071002,PLF08,PLF08,,,,,,,1352.5,,,,,
20071003,PLF08,PLF08,,,,,,,1369,,,,,
20071004,PLF08,PLF08,,,,,,,1377.5,,,,,
20071005,PLF08,PLF08,,,,,,,1385.3,,,,,
20071008,PLF08,PLF08,,,,,,,1371,,,,,
20071009,PLF08,PLF08,,,,,,,1380,,,,,
20071010,PLF08,PLF08,,,,,,,1395.6,,,,,
20071011,PLF08,PLF08,,,,,,,1418.8,,,,,
20071012,PLF08,PLF08,,,,,,,1416.1,,,,,
20071015,PLF08,PLF08,,,,,,,1425.9,,,,,
20071016,PLF08,PLF08,,,,,,,1421,,,,,
20071017,PLF08,PLF08,,,,,,,1432,,,,,
20071018,PLF08,PLF08,,,,,,,1445.1,,,,,
20071019,PLF08,PLF08,,,,,,,1444,,,,,
20071022,PLF08,PLF08,,,,,,,1439.9,,,,,
20071023,PLF08,PLF08,,,,,,,1453,,,,,
20071024,PLF08,PLF08,,,,,,,1445,,,,,
20071025,PLF08,PLF08,,,,,,,1452,,,,,
20071026,PLF08,PLF08,,,,,,,1466,,,,,
20071029,PLF08,PLF08,,,,,,,1465.3,,,,,
20071030,PLF08,PLF08,,,,,,,1440.5,,,,,
20071031,PLF08,PLF08,,,,,,,1447.5,,,,,
20071101,PLF08,PLF08,,,,,,,1453.2,,,,,
20071102,PLF08,PLF08,,,,,,,1466,,,,,
20071105,PLF08,PLF08,,,,,,,1469.9,,,,,
20071106,PLF08,PLF08,,,,,,,1484,,,,,
20071107,PLF08,PLF08,,,,,,,1462.1,,,,,
20071108,PLF08,PLF08,,,,,,,1473.8,,,,,
20071109,PLF08,PLF08,,,,,,,1426,,,,,
20071112,PLF08,PLF08,,,,,,,1390.6,,,,,
20071113,PLF08,PLF08,,,,,,,1411.6,,,,,
20071114,PLF08,PLF08,,,,,,,1448,,,,,
20071115,PLF08,PLF08,,,,,,,1425,,,,,
20071116,PLF08,PLF08,,,,,,,1452.9,,,,,
20071119,PLF08,PLF08,,,,,,,1454.4,,,,,
20071120,PLF08,PLF08,,,,,,,1469,,,,,
20071121,PLF08,PLF08,,,,,,,1468,,,,,
20071122,PLF08,PLF08,,,,,,,1467,,,,,
20071123,PLF08,PLF08,,,,,,,1481,,,,,
20071126,PLF08,PLF08,,,,,,,1471.8,,,,,
20071127,PLF08,PLF08,,,,,,,1453,,,,,
20071128,PLF08,PLF08,,,,,,,1440,,,,,
20071129,PLF08,PLF08,,,,,,,1435.5,,,,,
20071130,PLF08,PLF08,,,,,,,1441.4,,,,,
20071203,PLF08,PLF08,,,,,,,1461,,,,,
20071204,PLF08,PLF08,,,,,,,1471.5,,,,,
20071205,PLF08,PLF08,,,,,,,1469.3,,,,,
20071206,PLF08,PLF08,,,,,,,1471.8,,,,,
20071207,PLF08,PLF08,,,,,,,1461.9,,,,,
20071210,PLF08,PLF08,,,,,,,1467,,,,,
20071211,PLF08,PLF08,,,,,,,1469.5,,,,,
20071212,PLF08,PLF08,,,,,,,1479,,,,,
20071213,PLF08,PLF08,,,,,,,1473.2,,,,,
20071214,PLF08,PLF08,,,,,,,1477.2,,,,,
20071217,PLF08,PLF08,,,,,,,1502.1,,,,,
20071218,PLF08,PLF08,,,,,,,1513.5,,,,,
20071219,PLF08,PLF08,,,,,,,1526.2,,,,,
20071220,PLF08,PLF08,,,,,,,1517.5,,,,,
20071221,PLF08,PLF08,,,,,,,1531,,,,,
20071224,PLF08,PLF08,,,,,,,1527.2,,,,,
20071226,PLJ08,PLJ08,,,,,,,1539.5,,,,,
20071227,PLJ08,PLJ08,,,,,,,1538.9,,,,,
20071228,PLJ08,PLJ08,,,,,,,1539.8,,,,,
20071231,PLJ08,PLJ08,,,,,,,1531.8,,,,,
20080102,PLJ08,PLJ08,,,,,,,1545.9,,,,,
20080103,PLJ08,PLJ08,,,,,,,1549,,,,,
20080104,PLJ08,PLJ08,,,,,,,1544,,,,,
20080107,PLJ08,PLJ08,,,,,,,1527.4,,,,,
20080108,PLJ08,PLJ08,,,,,,,1559,,,,,
20080109,PLJ08,PLJ08,,,,,,,1558,,,,,
20080110,PLJ08,PLJ08,,,,,,,1562,,,,,
20080111,PLJ08,PLJ08,,,,,,,1569,,,,,
20080114,PLJ08,PLJ08,,,,,,,1578.1,,,,,
20080115,PLJ08,PLJ08,,,,,,,1582,,,,,
20080116,PLJ08,PLJ08,,,,,,,1564.9,,,,,
20080117,PLJ08,PLJ08,,,,,,,1558,,,,,
20080118,PLJ08,PLJ08,,,,,,,1561,,,,,
20080121,PLJ08,PLJ08,,,,,,,1539.4,,,,,
