,,,TICKERS,,,,,,,,,CLOSING PRICES,,,
,,,,,,,,,,,,Closing Time: 13:00 pm Chicago Time,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
YYYYMMDD, Ticker,,LC0,LC1,LC2,LC3,LC4,LC5,,LC0 ,LC1,LC2,LC3,LC4,LC5
20020304,LCJ02,,LCJ02,,,,,,,0.7505,,,,,
20020305,LCJ02,,LCJ02,,,,,,,0.742,,,,,
20020306,LCJ02,,LCJ02,,,,,,,0.7518,,,,,
20020307,LCJ02,,LCJ02,,,,,,,0.7543,,,,,
20020308,LCJ02,,LCJ02,,,,,,,0.7588,,,,,
20020311,LCJ02,,LCJ02,,,,,,,0.7573,,,,,
20020312,LCJ02,,LCJ02,,,,,,,0.7563,,,,,
20020313,LCJ02,,LCJ02,,,,,,,0.745,,,,,
20020314,LCJ02,,LCJ02,,,,,,,0.732,,,,,
20020315,LCJ02,,LCJ02,,,,,,,0.7235,,,,,
20020318,LCJ02,,LCJ02,,,,,,,0.7215,,,,,
20020319,LCJ02,,LCJ02,,,,,,,0.7123,,,,,
20020320,LCJ02,,LCJ02,,,,,,,0.7095,,,,,
20020321,LCJ02,,LCJ02,,,,,,,0.7053,,,,,
20020322,LCJ02,,LCJ02,,,,,,,0.6978,,,,,
20020325,LCJ02,,LCJ02,,,,,,,0.697,,,,,
20020326,LCJ02,,LCJ02,,,,,,,0.7038,,,,,
20020327,LCJ02,,LCJ02,,,,,,,0.699,,,,,
20020328,LCJ02,,LCJ02,,,,,,,0.7043,,,,,
20020401,LCM02,,LCM02,,,,,,,0.6703,,,,,
20020402,LCM02,,LCM02,,,,,,,0.6653,,,,,
20020403,LCM02,,LCM02,,,,,,,0.663,,,,,
20020404,LCM02,,LCM02,,,,,,,0.648,,,,,
20020405,LCM02,,LCM02,,,,,,,0.643,,,,,
20020408,LCM02,,LCM02,,,,,,,0.6323,,,,,
20020409,LCM02,,LCM02,,,,,,,0.64,,,,,
20020410,LCM02,,LCM02,,,,,,,0.625,,,,,
20020411,LCM02,,LCM02,,,,,,,0.6293,,,,,
20020412,LCM02,,LCM02,,,,,,,0.6213,,,,,
20020415,LCM02,,LCM02,,,,,,,0.6215,,,,,
