"","MA.50","MA.100","MA.200"
"1784",1089.98020506,1104.22670043,1092.65219881
"1785",1091.52740476,1105.68520018,1093.39999849
"1786",1093.01460446,1107.24709959,1094.15409822
"1787",1094.05940428,1108.65909911,1094.85704805
"1788",1095.2488037,1109.82309813,1095.43879793
"1789",1096.39480468,1110.97049803,1096.024397905
"1790",1097.75660644,1111.89099852,1096.491897905
"1791",1099.09340574,1112.77879881,1097.045947585
"1792",1100.49420652,1113.77819945,1097.61899751
"1793",1101.96780514,1114.73009886,1098.343647165
"1794",1102.97040524,1115.42529906,1099.005347605
"1795",1104.11460446,1116.33169798,1099.75799714
"1796",1105.21080564,1116.89589842,1100.45459687
"1797",1106.13420652,1117.33559812,1101.25494721
"1798",1106.94520506,1117.35759763,1102.03669709
"1799",1107.45340576,1117.48579832,1102.821097115
"1800",1107.71260496,1117.58939817,1103.63379731
"1801",1108.05560546,1117.67939817,1104.391197825
"1802",1108.16160398,1117.65559812,1105.109747625
"1803",1108.18640378,1117.44799802,1105.801547555
"1804",1108.06760252,1117.29859739,1106.52964753
"1805",1107.81120114,1117.09219724,1107.413597115
"1806",1107.59479978,1116.663197,1108.233996895
"1807",1107.8333984,1116.4805969,1109.099796455
"1808",1108.13179684,1116.48459592,1109.915196235
"1809",1108.5911987,1116.5107971,1110.63554658
"1810",1108.96479976,1116.4907971,1111.33954682
"1811",1108.82139888,1116.285697,1111.891746525
"1812",1108.63519772,1116.08559691,1112.567296455
"1813",1107.77519772,1115.81399657,1113.227246405
"1814",1107.07299802,1115.42889647,1113.896846625
"1815",1106.78759762,1114.64099608,1114.46574677
"1816",1106.72399654,1113.81689574,1115.04394623
"1817",1106.70399654,1112.37319579,1115.70559601
"1818",1106.55479488,1111.20909545,1116.413796085
"1819",1106.75079586,1110.01699584,1117.0811966
"1820",1107.09339596,1108.68209594,1117.829296575
"1821",1107.29259762,1107.22779663,1118.63089692
"1822",1107.79319576,1106.38069641,1119.4550467
"1823",1108.10859614,1105.21549682,1120.151396795
"1824",1108.31239498,1103.7808966,1120.893496405
"1825",1108.75019528,1102.60479614,1121.502596135
"1826",1109.06779538,1101.59659546,1122.04689606
"1827",1109.82279538,1100.77759644,1122.66784638
"1828",1110.75799558,1100.153396,1123.209046335
"1829",1112.3547949,1099.47669556,1123.894096385
"1830",1113.82379638,1098.82649598,1124.738746655
"1831",1115.2179956,1098.11919618,1125.416296705
"1832",1116.28679442,1097.29799623,1126.06689668
"1833",1117.41839354,1096.74889589,1126.582046825
"1834",1118.4731958,1095.95539614,1127.15809724
"1835",1119.8429956,1095.24789614,1127.776697095
"1836",1121.47959472,1094.68559511,1128.61279695
"1837",1123.25879394,1094.22439516,1129.492997145
"1838",1124.39739256,1093.31309511,1130.21934724
"1839",1125.54619138,1092.11059511,1130.911247265
"1840",1126.0253906,1090.97869448,1131.52394685
"1841",1126.46419188,1089.67569461,1132.110447095
"1842",1127.06219238,1088.34789493,1132.65109712
"1843",1127.49239258,1086.96739506,1133.245946975
"1844",1127.88019288,1085.50359562,1133.95004732
"1845",1128.5487915,1084.25229557,1134.779797075
"1846",1128.5809912,1083.0387952,1135.59814668
"1847",1128.53698972,1081.84039493,1136.424146435
"1848",1127.7699902,1080.79099551,1137.30599641
"1849",1127.51819088,1080.32569521,1138.32429658
"1850",1127.46619138,1079.96759585,1139.33609651
"1851",1127.30319088,1079.61549624,1140.38439668
"1852",1127.14959226,1079.34659732,1141.462196975
"1853",1126.70959226,1079.13599796,1142.496396805
"1854",1126.52959226,1078.98859805,1143.613047195
"1855",1126.37319334,1078.86799869,1144.69584749
"1856",1125.73159422,1078.64289859,1145.70674776
"1857",1125.1277954,1078.1576984,1146.44814791
"1858",1124.837395,1077.68139835,1147.212497885
"1859",1124.4303955,1077.35659855,1148.070397665
"1860",1124.01679444,1077.2204987,1148.922997765
"1861",1123.74999512,1077.3906989,1150.000948205
"1862",1123.5359961,1077.5106989,1151.010498375
"1863",1123.85279542,1077.92729924,1152.0572983
"1864",1123.78479492,1078.38989934,1153.087948325
"1865",1122.49439454,1078.72889959,1154.157998375
"1866",1120.90979494,1078.96719915,1155.215598475
"1867",1118.04239504,1079.24329901,1156.34679843
"1868",1115.86339602,1079.42089911,1157.550648525
"1869",1113.28319582,1079.40289862,1158.694948455
"1870",1110.27079592,1079.33129828,1159.823698455
"1871",1107.16299564,1079.39719794,1160.92639804
"1872",1104.96819706,1079.45839789,1161.90259799
"1873",1102.3223975,1079.51829779,1162.82439792
"1874",1099.24939822,1079.70599798,1163.75019809
"1875",1096.459397,1079.85589788,1164.454797695
"1876",1094.12539554,1080.27379705,1165.253547695
"1877",1091.7323975,1080.53039739,1166.14749789
"1878",1089.54879642,1080.852497,1167.16829745
"1879",1086.59859622,1081.11199651,1168.120647305
"1880",1083.82919558,1081.16269597,1169.128047205
"1881",1081.02039676,1081.2721967,1170.12039767
"1882",1078.30919804,1081.33279729,1171.048998135
"1883",1076.07939824,1081.05839788,1171.875248135
"1884",1073.43759648,1081.07769719,1172.67709811
"1885",1070.65279668,1081.1147968,1173.530298185
"1886",1067.8915955,1081.06109685,1174.256548185
"1887",1065.18999638,1081.05499699,1175.0725986
"1888",1062.22879766,1081.05449773,1175.907499115
"1889",1058.67499884,1081.07829778,1176.812099335
"1890",1055.93199836,1081.09279729,1177.81484958
"1891",1052.88719734,1081.31309636,1178.88889926
"1892",1049.63359748,1081.45979557,1179.97254916
"1893",1046.44239754,1081.95719547,1181.159149505
"1894",1043.12699836,1082.58539615,1182.222099945
"1895",1039.95579964,1083.1842963,1183.20480014
"1896",1037.4965992,1084.01329532,1184.26804965
"1897",1035.14380014,1085.1742963,1185.426999845
"1898",1033.81200082,1086.71579655,1186.76054965
"1899",1033.13319954,1088.15639591,1188.004849575
"1900",1032.46900032,1089.67819645,1189.08994967
"1901",1031.9278016,1091.10299748,1190.064700035
"1902",1031.54360238,1092.56389713,1191.17280001
"1903",1031.56240366,1094.15509709,1192.23495028
"1904",1031.44760384,1095.76069767,1193.323050255
"1905",1031.36280404,1097.73499699,1194.419800135
"1906",1031.55420296,1099.80479679,1195.58010043
"1907",1031.1876014,1101.71899601,1196.659450405
"1908",1030.5254017,1103.34579655,1197.79220065
"1909",1030.2828016,1104.76029606,1198.974500455
"1910",1030.42420296,1106.18829654,1200.103150355
"1911",1031.03140268,1107.49779605,1201.29015048
"1912",1031.4854017,1109.048996,1202.363550135
"1913",1032.00180306,1110.64049624,1203.36750033
"1914",1032.99500376,1112.36479678,1204.416550625
"1915",1034.96340464,1114.29049746,1205.709400965
"1916",1037.02460336,1116.27099672,1207.22575106
"1917",1040.44420298,1119.03799623,1209.138851035
"1918",1042.9784022,1121.61849672,1210.881750815
"1919",1045.52260142,1124.14539736,1212.674350915
"1920",1048.39180064,1126.97649721,1214.44245089
"1921",1051.63140024,1130.03399721,1216.23830111
"1922",1053.94859872,1132.52939699,1217.699901145
"1923",1056.71419808,1135.08729677,1219.24545138
"1924",1060.16259774,1138.00609621,1221.00125125
"1925",1063.25239876,1140.40039613,1222.713201015
"1926",1066.42219856,1142.49719666,1224.428150965
"1927",1069.32839728,1144.55809632,1226.1445505
"1928",1072.15619758,1146.26469667,1227.873250455
"1929",1075.6253968,1148.31149721,1229.719500455
"1930",1078.49619636,1150.65099733,1231.598350245
"1931",1081.52399664,1152.71339723,1233.45100039
"1932",1084.35639654,1154.83579713,1235.31925051
"1933",1086.03739752,1156.41519776,1236.98430056
"1934",1088.7177979,1158.36079834,1238.738501
"1935",1091.57679692,1160.30549805,1240.50560122
"1936",1094.2305982,1162.53999879,1242.31025149
"1937",1096.9199976,1164.76159913,1244.159051535
"1938",1099.8801978,1167.12559937,1246.112251605
"1939",1103.48159672,1169.71189942,1248.06580141
"1940",1106.25359622,1172.06919922,1249.949251725
"1941",1109.73899538,1174.54519958,1251.81130159
"1942",1113.28599366,1176.95429931,1253.67305116
"1943",1117.4719934,1179.52449889,1255.558451245
"1944",1122.04379394,1182.39649902,1257.575451065
"1945",1126.41279296,1185.30729858,1259.48050111
"1946",1130.52999144,1188.15749816,1261.197101145
"1947",1135.20479246,1191.00789794,1262.86670106
"1948",1139.61959228,1193.82099731,1264.47930116
"1949",1143.17959228,1196.32289795,1265.85275148
"1950",1146.88739258,1198.70459717,1267.09730104
"1951",1150.27819336,1201.15329712,1268.35390077
"1952",1153.58419188,1203.57779663,1269.535700695
"1953",1156.74779052,1205.85679565,1270.67510072
"1954",1160.0737915,1208.23749634,1271.68985109
"1955",1164.10718994,1210.52369629,1272.84615114
"1956",1168.05539062,1212.77059693,1273.97535158
"1957",1172.25039062,1214.73859742,1275.28705202
"1958",1176.1661914,1216.74359742,1276.60045229
"1959",1179.23779052,1218.78419678,1277.89160219
"1960",1181.95239012,1220.62549683,1279.0624518
"1961",1183.96418942,1222.61119751,1280.12240175
"1962",1186.6125903,1224.51029785,1281.251251845
"1963",1189.27918942,1226.18729736,1282.45900148
"1964",1191.7345898,1227.78599731,1283.6072516
"1965",1193.61759028,1229.58709716,1284.811151745
"1966",1195.51739008,1231.4639978,1285.97020204
"1967",1197.63178948,1233.45029785,1287.07025209
"1968",1200.25859124,1235.68039794,1288.085502335
"1969",1202.7681933,1237.98699829,1289.0991028
"1970",1205.56119378,1240.31609863,1290.125852675
"1971",1208.43659418,1242.45559814,1291.042052625
"1972",1211.11019526,1244.34679809,1292.131652845
"1973",1213.46039546,1246.13049805,1293.1615027
"1974",1215.84959468,1247.7943982,1294.119202895
"1975",1217.5483935,1249.05369751,1295.03975282
"1976",1218.57219476,1250.23329834,1295.857003185
"1977",1219.78779536,1251.76459839,1296.66270326
"1978",1220.37319576,1253.4840979,1297.40980348
"1979",1220.99759762,1255.1292981,1298.038003555
"1980",1222.8057983,1257.09339844,1298.81225343
"1981",1223.90279782,1258.96859864,1299.612953505
"1982",1225.31519772,1260.76519898,1300.43435365
