"","Year 1995","Sharpe.Ratios"," ","Year 1996","Sharpe.Ratios"," ","Year 1997","Sharpe.Ratios"," ","Year 1998","Sharpe.Ratios"," ","Year 1999","Sharpe.Ratios"," ","Year 2000","Sharpe.Ratios"," ","Year 2001","Sharpe.Ratios"," ","Year 2002","Sharpe.Ratios"," ","Year 2003","Sharpe.Ratios"," ","Year 2004","Sharpe.Ratios"," ","Year 2005","Sharpe.Ratios"," ","Year 2006","Sharpe.Ratios"," ","Year 2007","Sharpe.Ratios"," ","Year 2008","Sharpe.Ratios"," ","Year 2009","Sharpe.Ratios"," ","Year 2010","Sharpe.Ratios"," ","Year 2011","Sharpe.Ratios"," ","Year 2012","Sharpe.Ratios"," ","Year 2013","Sharpe.Ratios"," ","Year 2014","Sharpe.Ratios"," ","Year 2015","Sharpe.Ratios"," ","Year 2016","Sharpe.Ratios"," ","Years","Sharpe.Ratios","Spaces"
"11","Fund-4961",0.130308430132574," ","Fund-2695",0.135908413440441," ","Fund-459",0.146043375852228," ","Fund-45431",0.0895282641541076," ","Fund-1695",0.134223490006148," ","Fund-37906",0.193999355853157," ","Fund-37137",0.118750566630781," ","Fund-44343",0.154738829693149," ","Fund-53743",0.193676492931235," ","Fund-70186",0.181282073439745," ","Fund-56743",0.391919286763563," ","Fund-72522",0.688963644646023," ","Fund-50649",0.807055956929913," ","Fund-35121",0.25523900790159," ","Fund-76953",0.227251276401868," ","Fund-50222",0.199335806643793," ","Fund-46484",0.0692520214181166," ","Fund-78084",0.0956314321007108," ","Fund-54065",0.109118142641081," ","Fund-78078",0.0820830144620143," ","Fund-78074",0.0549098661147875," ","Fund-78085",0.0731909046710089," ","Fund-75972",0.0938470217459694," "
"12","Fund-1060",0.127988688544592," ","Fund-2900",0.135554993372399," ","Fund-1366",0.142074133058076," ","Fund-3841",0.0887024401852659," ","Fund-2379",0.131719771540367," ","Fund-1204",0.155585338174747," ","Fund-3208",0.117524155030788," ","Fund-36945",0.128384812385751," ","Fund-44341",0.186462777846982," ","Fund-36545",0.17965368003717," ","Fund-45865",0.373351939131047," ","Fund-73039",0.60972031945218," ","Fund-73039",0.789409435587168," ","Fund-51457",0.252989246095792," ","Fund-78131",0.210013725868337," ","Fund-50309",0.196208506034091," ","Fund-77521",0.069227820576796," ","Fund-78657",0.0920191399802587," ","Fund-78076",0.108391540073608," ","Fund-52731",0.0793602348668122," ","Fund-78082",0.0543718480490619," ","Fund-51007",0.0724307365261464," ","Fund-70122",0.0891324626743631," "
"13","Fund-1076",0.124932841472829," ","Fund-2866",0.134645046901864," ","Fund-79040",0.141930140069753," ","Fund-1982",0.0869319105885098," ","Fund-4273",0.130750534462975," ","Fund-1201",0.142304493920203," ","Fund-3009",0.115582570974295," ","Fund-36759",0.123900779559515," ","Fund-35265",0.165397304827041," ","Fund-34298",0.163938591032336," ","Fund-46483",0.351928405608824," ","Fund-4146",0.593251025255122," ","Fund-459",0.76235426074081," ","Fund-73039",0.232755030832143," ","Fund-78132",0.210013725868337," ","Fund-42721",0.180756169468782," ","Fund-83184",0.0689959190122265," ","Fund-78099",0.0882203229904122," ","Fund-78086",0.105402038880679," ","Fund-75012",0.0768649872250721," ","Fund-78080",0.0538886208542666," ","Fund-54470",0.0712957613518186," ","Fund-82432",0.0884276507487238," "
"14","Fund-1073",0.121697588851522," ","Fund-986",0.133013183782267," ","Fund-79041",0.141930140069753," ","Fund-50643",0.0868900614824724," ","Fund-2740",0.127761852153734," ","Fund-48801",0.136399269743622," ","Fund-71803",0.114632012007722," ","Fund-70028",0.10884931376413," ","Fund-36631",0.161687296054009," ","Fund-1463",0.160034263250723," ","Fund-38437",0.312296269704988," ","Fund-45865",0.586792118837276," ","Fund-38578",0.74765278914837," ","Fund-70203",0.226966818466555," ","Fund-57694",0.181897938248066," ","Fund-74477",0.173258467869445," ","Fund-77522",0.068917735093486," ","Fund-77123",0.0834994074967336," ","Fund-72071",0.103000769098136," ","Fund-78079",0.0720824960798891," ","Fund-78083",0.0532891839329535," ","Fund-33807",0.0666763294312405," ","Fund-71224",0.0877759790203193," "
"15","Fund-2570",0.119927011963756," ","Fund-1797",0.132986756598317," ","Fund-2755",0.141534218784675," ","Fund-2781",0.0842941219510098," ","Fund-37906",0.125333934646517," ","Fund-34243",0.13342693017382," ","Fund-35159",0.11387765109537," ","Fund-36355",0.107213442517239," ","Fund-70188",0.155971727160994," ","Fund-35268",0.159955223545653," ","Fund-74281",0.28173488179143," ","Fund-459",0.58115556662863," ","Fund-4146",0.64026069423858," ","Fund-57694",0.218135618922564," ","Fund-52447",0.148947207563223," ","Fund-78611",0.149397867307149," ","Fund-52115",0.0656751736690895," ","Fund-81758",0.0829664933916111," ","Fund-78078",0.0954030281260521," ","Fund-81758",0.0623773724049817," ","Fund-48906",0.0527491953784931," ","Fund-37340",0.0662439861803151," ","Fund-75971",0.087633767361448," "
"16","Fund-504",0.118924708238139," ","Fund-4039",0.130396279640552," ","Fund-1883",0.136787062928675," ","Fund-2309",0.0831156778659446," ","Fund-36251",0.121665316045373," ","Fund-4576",0.131847287361714," ","Fund-2074",0.106920419817409," ","Fund-4146",0.10690815197149," ","Fund-35121",0.152564502895345," ","Fund-33351",0.159147395040077," ","Fund-74303",0.279269640117351," ","Fund-50822",0.540496010575726," ","Fund-72962",0.598221056086294," ","Fund-70201",0.214684213252263," ","Fund-58106",0.128455394499514," ","Fund-83391",0.141670080984027," ","Fund-52116",0.0656062719455451," ","Fund-52731",0.0826128619430785," ","Fund-75012",0.0919763244187756," ","Fund-54065",0.056384759452686," ","Fund-83019",0.0522649718043361," ","Fund-73186",0.065576079872287," ","Fund-78316",0.0842889739265563," "
"17","Fund-1463",0.115369381327212," ","Fund-1363",0.128997721312427," ","Fund-1483",0.135091226349685," ","Fund-2074",0.0823214550956949," ","Fund-4346",0.121341177311261," ","Fund-70692",0.131508150244407," ","Fund-2740",0.104587096231226," ","Fund-33351",0.105116883736975," ","Fund-75215",0.149833020369778," ","Fund-35267",0.158069787164915," ","Fund-1463",0.230803683059371," ","Fund-35123",0.504218161971772," ","Fund-70201",0.540100799816909," ","Fund-70199",0.210820499973294," ","Fund-78099",0.127369196881946," ","Fund-57694",0.129092619111738," ","Fund-83185",0.0634320453272229," ","Fund-78656",0.0811640047218413," ","Fund-72470",0.0916141738933711," ","Fund-34275",0.0498401238170476," ","Fund-78086",0.0516647459363341," ","Fund-78086",0.0651691826376863," ","Fund-76848",0.0813033686501034," "
"18","Fund-34563",0.115152092139008," ","Fund-44844",0.127037517499571," ","Fund-44844",0.132252343737538," ","Fund-70028",0.0810881369377593," ","Fund-2074",0.120053472052552," ","Fund-70693",0.131508150244407," ","Fund-39824",0.104514916704887," ","Fund-35830",0.104099306573465," ","Fund-57923",0.147698262802188," ","Fund-34563",0.155740268792226," ","Fund-34563",0.230803683059371," ","Fund-4148",0.386273258018251," ","Fund-70199",0.489633439432477," ","Fund-70204",0.179271099129166," ","Fund-4352",0.12243807000895," ","Fund-52115",0.0943484050425423," ","Fund-82630",0.0612175394401077," ","Fund-82630",0.0808894686999261," ","Fund-78315",0.0897673872306866," ","Fund-83018",0.0497391829632342," ","Fund-73186",0.05101670380859," ","Fund-33972",0.063711552920919," ","Fund-71461",0.0807019206730226," "
"19","Fund-2006",0.109876484773338," ","Fund-35527",0.126786860011634," ","Fund-1885",0.130983761070011," ","Fund-1928",0.0788582411770063," ","Fund-2038",0.119442503425958," ","Fund-70694",0.131505120881334," ","Fund-2156",0.102685513413481," ","Fund-37925",0.104099306573465," ","Fund-76818",0.147698262802188," ","Fund-5082",0.154661347580472," ","Fund-459",0.225541414519276," ","Fund-42721",0.377569971224852," ","Fund-70203",0.48359296098115," ","Fund-70205",0.173877907720378," ","Fund-80545",0.122423440363765," ","Fund-75399",0.093957358470882," ","Fund-82687",0.0564539603092563," ","Fund-82541",0.0808614053098817," ","Fund-78080",0.0889049771191736," ","Fund-71825",0.0493683986805974," ","Fund-78081",0.0452977935939656," ","Fund-73185",0.0623817940165173," ","Fund-38941",0.0799477252380277," "
"20","Fund-928",0.109785855296355," ","Fund-1696",0.12664193547096," ","Fund-1077",0.127899733312622," ","Fund-4169",0.0728471763567092," ","Fund-36730",0.118622751989718," ","Fund-70691",0.131504314099204," ","Fund-34298",0.0999866726898845," ","Fund-42637",0.103842855866768," ","Fund-76819",0.147698262802188," ","Fund-74271",0.147388002824435," ","Fund-70185",0.197376152564645," ","Fund-1463",0.357640335743762," ","Fund-78131",0.447460149629645," ","Fund-71804",0.161111691135759," ","Fund-74477",0.118777058851131," ","Fund-78391",0.0914812388416753," ","Fund-71463",0.0559588851293504," ","Fund-80545",0.0791750371558844," ","Fund-78273",0.0862471224707605," ","Fund-57846",0.0491490651618612," ","Fund-33972",0.0451963063646877," ","Fund-52447",0.0615263974037231," ","Fund-73155",0.0793567942172003," "
"21","Fund-1434",0.107750230576112," ","Fund-1202",0.125817675883734," ","Fund-940",0.122735834974408," ","Fund-38313",0.0712979052161328," ","Fund-4961",0.118119528686487," ","Fund-48802",0.129137251846415," ","Fund-4006",0.0974463749021495," ","Fund-53429",0.0992472340869838," ","Fund-5082",0.13556487569297," ","Fund-36544",0.140832551549612," ","Fund-41700",0.188417118341219," ","Fund-34563",0.357640335743762," ","Fund-70204",0.42654146546814," ","Fund-74327",0.155557495880084," ","Fund-70201",0.10672286890811," ","Fund-78099",0.0897133551711526," ","Fund-77774",0.0551687650207566," ","Fund-74889",0.0734834370266771," ","Fund-78274",0.081964253521091," ","Fund-76666",0.0488049483931252," ","Fund-73012",0.0424847631030338," ","Fund-40594",0.0570447880791458," ","Fund-2359",0.0787071903939955," "
"22","Fund-4198",0.106884007049568," ","Fund-2790",0.125065808022764," ","Fund-1886",0.122712384520491," ","Fund-2120",0.0709616607595521," ","Fund-1240",0.115467344664463," ","Fund-71384",0.128096091970659," ","Fund-4007",0.0969189918186321," ","Fund-4619",0.099180344105417," ","Fund-36822",0.134034575812228," ","Fund-35377",0.133796733628965," ","Fund-72989",0.177616817859989," ","Fund-41674",0.356964613859794," ","Fund-70205",0.41821785410753," ","Fund-51458",0.134604754793624," ","Fund-81977",0.105874791493222," ","Fund-33725",0.0896901552803584," ","Fund-80545",0.0535606930691225," ","Fund-33725",0.0673312315328994," ","Fund-78501",0.0804876767630719," ","Fund-78075",0.0474421247057609," ","Fund-4529",0.0415969806331643," ","Fund-71825",0.0529107963163008," ","Fund-70655",0.0786808312120269," "
"23","Fund-2309",0.104140532334216," ","Fund-4298",0.125065808022764," ","Fund-71568",0.122347586499837," ","Fund-82580",0.0688705316776886," ","Fund-4529",0.114383426685001," ","Fund-35680",0.126884013377497," ","Fund-50488",0.0949147430861982," ","Fund-71813",0.0962227618664672," ","Fund-44343",0.130097065468821," ","Fund-42721",0.129693687287207," ","Fund-73039",0.172540357275466," ","Fund-41711",0.356964613859794," ","Fund-74940",0.385260119960903," ","Fund-78075",0.121700889670969," ","Fund-79708",0.10583290625898," ","Fund-72931",0.0873640935847945," ","Fund-83187",0.0530142362706902," ","Fund-52868",0.0662804764692126," ","Fund-78611",0.0781500850602137," ","Fund-78084",0.047031285782486," ","Fund-78317",0.0412841483012542," ","Fund-48162",0.0497894617421363," ","Fund-78656",0.0770401726999427," "
"24","Fund-2185",0.103571422091503," ","Fund-2532",0.125004327405833," ","Fund-4060",0.122341161912442," ","Fund-1647",0.0688021722791329," ","Fund-37320",0.113908427428279," ","Fund-71049",0.126231238889343," ","Fund-1713",0.0939114739687827," ","Fund-36357",0.0926709412499935," ","Fund-35377",0.128693969214222," ","Fund-1885",0.126321598887745," ","Fund-46849",0.156661968917737," ","Fund-57560",0.333192412341554," ","Fund-75813",0.376842766889615," ","Fund-79941",0.120108114056283," ","Fund-70203",0.105338992067523," ","Fund-73186",0.0867137111127644," ","Fund-39804",0.0524900914561865," ","Fund-77982",0.0657223620618939," ","Fund-78643",0.0725444914608799," ","Fund-80543",0.0463572014600829," ","Fund-82948",0.0410780634286712," ","Fund-77982",0.0491849960686672," ","Fund-4372",0.07529911815119," "
"25","Fund-1077",0.102448715492977," ","Fund-1903",0.123651521208221," ","Fund-1884",0.119100588968643," ","Fund-3843",0.068605795827196," ","Fund-1483",0.113213446043059," ","Fund-1950",0.122298020149588," ","Fund-2986",0.0910687047866209," ","Fund-33897",0.0907535823534368," ","Fund-36186",0.121701353827277," ","Fund-41837",0.124680135578853," ","Fund-46848",0.15595107483504," ","Fund-2074",0.296224718223234," ","Fund-75215",0.370252298818194," ","Fund-1463",0.112244499837592," ","Fund-34993",0.105133742392523," ","Fund-82541",0.0753272744042169," ","Fund-78656",0.0524028071812353," ","Fund-79401",0.065121001459451," ","Fund-36061",0.0693058334296665," ","Fund-38777",0.0455346044221696," ","Fund-78078",0.040836311623758," ","Fund-83383",0.0475865669998414," ","Fund-74889",0.0739479338655604," "
"26","Fund-4980",0.102329085157842," ","Fund-518",0.123342792899404," ","Fund-2570",0.116744622141636," ","Fund-1480",0.0683447373926848," ","Fund-1817",0.112712159333611," ","Fund-1946",0.121692361002886," ","Fund-71813",0.0909031759031188," ","Fund-2568",0.0898747968616956," ","Fund-36995",0.120079975445539," ","Fund-41836",0.123769767214893," ","Fund-44342",0.153471573304772," ","Fund-74244",0.285318208504245," ","Fund-42721",0.364631401440833," ","Fund-34563",0.112244499837592," ","Fund-78637",0.104863123002208," ","Fund-52116",0.0722663262851685," ","Fund-70439",0.0517021024693307," ","Fund-79711",0.065121001459451," ","Fund-80644",0.0687644202224369," ","Fund-56685",0.0446088809820699," ","Fund-54065",0.0400590576452973," ","Fund-38777",0.0455737934239267," ","Fund-78815",0.0733877343660618," "
"27","Fund-951",0.102251211945412," ","Fund-504",0.121510678629333," ","Fund-4039",0.115781009961018," ","Fund-75530",0.0662742217315421," ","Fund-1620",0.111058019451513," ","Fund-44341",0.119607451959776," ","Fund-1695",0.0891328651866744," ","Fund-3008",0.0894243452460014," ","Fund-4146",0.119176776798659," ","Fund-35265",0.117465176875356," ","Fund-44523",0.147798477662972," ","Fund-74281",0.274953899921394," ","Fund-38437",0.353032534165487," ","Fund-78084",0.111182894627843," ","Fund-78758",0.104863123002208," ","Fund-41490",0.071101476277847," ","Fund-73144",0.0515276533861233," ","Fund-53672",0.0642303700171808," ","Fund-80645",0.0686935843342639," ","Fund-77774",0.0443262902275648," ","Fund-83161",0.036963518275927," ","Fund-81633",0.0442447287632811," ","Fund-1067",0.0729353799721487," "
"28","Fund-1406",0.096131697742612," ","Fund-37320",0.12011124166288," ","Fund-1230",0.114740999371445," ","Fund-1382",0.0652287351870406," ","Fund-2476",0.108909034392537," ","Fund-71803",0.119025554243391," ","Fund-1230",0.0845178998866568," ","Fund-34298",0.0880610090090157," ","Fund-33857",0.117251310426125," ","Fund-36592",0.116184224394241," ","Fund-3711",0.1462843718624," ","Fund-70018",0.269997447993111," ","Fund-4148",0.315722278926391," ","Fund-54065",0.110612371134144," ","Fund-78541",0.104863122989607," ","Fund-41492",0.0706953684609802," ","Fund-48313",0.051106659260739," ","Fund-82881",0.063849743420422," ","Fund-36619",0.0682799256667267," ","Fund-78099",0.0429152375163354," ","Fund-82356",0.0369521414944528," ","Fund-72470",0.043781687129365," ","Fund-78825",0.0727547090525004," "
"29","Fund-2989",0.0959112205225191," ","Fund-4980",0.1184687118585," ","Fund-518",0.109028528532352," ","Fund-1204",0.0640666474343105," ","Fund-1885",0.103357613262904," ","Fund-2755",0.118810536671722," ","Fund-5197",0.0844544829328008," ","Fund-70663",0.0873306390449984," ","Fund-77390",0.117249595131405," ","Fund-56955",0.116184224394241," ","Fund-2074",0.146133118581106," ","Fund-74303",0.261720710101792," ","Fund-75812",0.307012287161583," ","Fund-77215",0.101978969206004," ","Fund-71384",0.103864726847652," ","Fund-50768",0.0704040639225864," ","Fund-70440",0.0503492190932604," ","Fund-54292",0.0634702181716462," ","Fund-33450",0.0681069138691389," ","Fund-79269",0.0426836042361081," ","Fund-82706",0.035413245403675," ","Fund-78316",0.0432996193847658," ","Fund-81780",0.0720071171122268," "
"30","Fund-73354",0.0927926742555716," ","Fund-35997",0.118323872143952," ","Fund-4961",0.108843909679894," ","Fund-36001",0.0638775049664162," ","Fund-79040",0.102946039805121," ","Fund-4108",0.116924823009573," ","Fund-1620",0.0836813049220319," ","Fund-70664",0.0863353654777065," ","Fund-37490",0.114826308037676," ","Fund-40384",0.116075110952844," ","Fund-39642",0.143220940269271," ","Fund-44523",0.25169528765034," ","Fund-75825",0.28918765418837," ","Fund-78131",0.100002310309408," ","Fund-75012",0.101636331780681," ","Fund-82317",0.0703670091833094," ","Fund-71075",0.0498534891369586," ","Fund-77477",0.0624883294681548," ","Fund-54060",0.0681069138691389," ","Fund-78656",0.0416031152193972," ","Fund-82705",0.0349506968836289," ","Fund-39264",0.0420711041469975," ","Fund-51978",0.0719945089230526," "
"31","Fund-2755",0.0920849264954985," ","Fund-1883",0.114834498864927," ","Fund-1482",0.107561688957366," ","Fund-1201",0.0637306704215037," ","Fund-79041",0.102946039805121," ","Fund-73065",0.116902944076426," ","Fund-3711",0.0832889880228722," ","Fund-76958",0.0856261691330059," ","Fund-1885",0.114707312602806," ","Fund-43550",0.115951939885162," ","Fund-54366",0.141575766238116," ","Fund-49900",0.251258618220291," ","Fund-54291",0.287937107150261," ","Fund-78132",0.0937342155208782," ","Fund-34298",0.0985259282211396," ","Fund-78568",0.0672608200150408," ","Fund-48986",0.0494311036913851," ","Fund-82948",0.0611521371181243," ","Fund-36616",0.0679344015529988," ","Fund-78643",0.041553389902359," ","Fund-74667",0.0343657628216331," ","Fund-33450",0.0405020408374175," ","Fund-70124",0.0719270637871102," "
"32","Fund-45",0.0917347765921393," ","Fund-4961",0.113913931959454," ","Fund-2075",0.106299042861349," ","Fund-1905",0.0625597768591655," ","Fund-71384",0.101619437906561," ","Fund-41621",0.115879093491335," ","Fund-1463",0.0823839260659003," ","Fund-1885",0.0843504358548608," ","Fund-73798",0.112779040745767," ","Fund-2476",0.115897170347513," ","Fund-70186",0.134722096766531," ","Fund-46483",0.24883495317304," ","Fund-70185",0.259186338557931," ","Fund-75812",0.0929501065987326," ","Fund-72905",0.098314455187189," ","Fund-78643",0.0654399839126816," ","Fund-83163",0.0484947310167216," ","Fund-83559",0.0586176412109257," ","Fund-41166",0.067631720636955," ","Fund-76403",0.0399942023900923," ","Fund-73677",0.033800381284664," ","Fund-54060",0.0405020408308654," ","Fund-71878",0.0715188939937938," "
